"client_id","age","district_id","gender","constellation"
911,"61",43,"male","Sagittarius"
912,"80",76,"male","Scorpio"
913,"62",1,"male","Scorpio"
914,"79",1,"female","Aquarius"
915,"25",12,"male","Taurus"
916,"42",3,"male","Cancer"
917,"27",25,"female","Virgo"
918,"36",26,"male","Capricom"
921,"46",7,"female","Aquarius"
922,"28",22,"female","Leo"
923,"22",22,"male","Leo"
924,"47",1,"male","Cancer"
925,"41",54,"male","Leo"
926,"19",1,"male","Aquarius"
927,"26",1,"male","Scorpio"
928,"49",66,"female","Libra"
929,"65",30,"male","Taurus"
930,"41",68,"female","Virgo"
931,"32",16,"male","Gemini"
932,"53",3,"male","Libra"
933,"22",33,"female","Pisces"
934,"18",33,"male","Leo"
935,"54",42,"female","Taurus"
936,"57",42,"male","Leo"
937,"69",1,"male","Scorpio"
938,"56",59,"female","Leo"
939,"48",21,"male","Leo"
940,"40",53,"male","Leo"
941,"65",10,"male","Libra"
942,"69",12,"female","Virgo"
943,"64",12,"male","Libra"
944,"30",39,"male","Sagittarius"
945,"23",39,"female","Capricom"
946,"49",54,"male","Leo"
948,"76",49,"male","Taurus"
949,"24",3,"male","Leo"
950,"35",76,"female","Aries"
951,"40",76,"male","Virgo"
952,"49",63,"female","Taurus"
953,"63",25,"male","Libra"
954,"58",1,"female","Libra"
955,"30",57,"male","Aquarius"
956,"34",1,"male","Libra"
957,"59",56,"female","Capricom"
958,"58",56,"male","Taurus"
959,"38",11,"female","Virgo"
960,"43",16,"female","Aries"
961,"69",15,"female","Libra"
962,"34",19,"male","Pisces"
963,"34",64,"female","Sagittarius"
964,"47",10,"female","Libra"
965,"28",13,"female","Sagittarius"
966,"22",13,"male","Virgo"
967,"21",76,"male","Gemini"
968,"43",69,"male","Aquarius"
970,"43",36,"male","Aries"
971,"81",46,"female","Capricom"
972,"83",46,"male","Taurus"
973,"30",14,"female","Libra"
974,"37",14,"male","Cancer"
975,"41",1,"female","Cancer"
976,"45",16,"female","Scorpio"
977,"74",76,"female","Taurus"
978,"32",56,"female","Gemini"
979,"34",56,"male","Scorpio"
980,"39",40,"male","Libra"
981,"40",5,"male","Cancer"
984,"51",20,"male","Cancer"
985,"53",20,"female","Capricom"
986,"45",74,"male","Taurus"
987,"48",60,"male","Taurus"
988,"61",40,"female","Libra"
989,"67",40,"male","Leo"
990,"39",71,"male","Capricom"
991,"59",32,"male","Cancer"
992,"52",19,"male","Gemini"
993,"31",44,"female","Scorpio"
994,"29",36,"male","Taurus"
995,"27",36,"female","Scorpio"
996,"20",1,"female","Cancer"
997,"50",59,"male","Scorpio"
998,"47",59,"female","Cancer"
999,"34",74,"female","Virgo"
1000,"39",74,"male","Scorpio"
1001,"53",44,"male","Aries"
1002,"56",42,"female","Pisces"
1003,"63",31,"female","Scorpio"
1004,"43",3,"male","Libra"
1006,"58",46,"female","Cancer"
1007,"62",46,"male","Capricom"
1008,"44",6,"male","Cancer"
1009,"38",33,"female","Taurus"
1010,"45",33,"male","Leo"
1011,"61",16,"male","Cancer"
1012,"34",70,"female","Aquarius"
1013,"27",70,"male","Pisces"
1014,"69",1,"male","Aquarius"
1015,"66",62,"male","Pisces"
1016,"60",62,"female","Cancer"
1017,"57",6,"female","Aquarius"
1018,"55",53,"male","Pisces"
1019,"54",14,"female","Sagittarius"
1020,"23",72,"female","Taurus"
1021,"23",2,"male","Leo"
1022,"60",31,"male","Leo"
1023,"62",1,"male","Capricom"
1024,"44",25,"male","Aries"
1025,"36",15,"male","Cancer"
1026,"21",57,"male","Leo"
1027,"60",1,"female","Scorpio"
1028,"66",1,"male","Libra"
1029,"46",1,"female","Pisces"
1030,"53",1,"male","Libra"
1031,"32",2,"female","Sagittarius"
1032,"62",1,"female","Scorpio"
1033,"63",1,"male","Libra"
1034,"26",52,"female","Scorpio"
1035,"29",13,"female","Aries"
1036,"24",13,"male","Sagittarius"
1037,"35",1,"female","Scorpio"
1038,"39",69,"female","Libra"
1039,"20",70,"female","Libra"
1040,"40",1,"male","Gemini"
1041,"39",72,"male","Cancer"
1042,"34",17,"female","Libra"
1043,"37",17,"male","Scorpio"
1044,"29",9,"female","Virgo"
1045,"53",60,"female","Capricom"
1046,"25",1,"male","Virgo"
1047,"37",16,"female","Cancer"
1048,"26",70,"female","Libra"
1049,"58",1,"male","Scorpio"
1050,"29",27,"female","Cancer"
1051,"29",73,"female","Virgo"
1052,"36",56,"male","Pisces"
1053,"42",56,"female","Gemini"
1054,"76",63,"male","Leo"
1055,"81",4,"male","Taurus"
1056,"37",1,"male","Gemini"
1057,"61",52,"male","Pisces"
1058,"25",9,"female","Leo"
1059,"40",26,"male","Gemini"
1060,"43",26,"female","Sagittarius"
1062,"25",16,"male","Capricom"
1063,"24",16,"female","Gemini"
1064,"49",1,"female","Aquarius"
1065,"43",2,"male","Sagittarius"
1066,"60",1,"male","Libra"
1067,"48",1,"male","Taurus"
1068,"74",13,"female","Libra"
1069,"62",54,"female","Pisces"
1070,"62",54,"male","Sagittarius"
1071,"75",43,"male","Aquarius"
1072,"34",60,"female","Sagittarius"
1073,"76",34,"male","Aries"
1074,"72",34,"female","Virgo"
1075,"66",65,"female","Gemini"
1076,"21",53,"female","Taurus"
1077,"80",46,"male","Cancer"
1078,"22",24,"female","Sagittarius"
1079,"39",3,"male","Cancer"
1080,"50",54,"female","Libra"
1081,"30",71,"male","Sagittarius"
1082,"33",9,"male","Pisces"
1083,"63",48,"male","Sagittarius"
1084,"56",48,"female","Aries"
1085,"68",60,"female","Sagittarius"
1086,"27",74,"male","Taurus"
1087,"22",74,"female","Leo"
1088,"31",47,"female","Virgo"
1089,"61",1,"male","Sagittarius"
1090,"61",35,"female","Gemini"
1091,"60",59,"female","Cancer"
1092,"38",41,"female","Cancer"
1093,"24",62,"female","Leo"
1094,"40",30,"female","Libra"
1095,"46",30,"male","Aquarius"
1096,"74",1,"female","Pisces"
1097,"70",1,"male","Virgo"
1098,"52",60,"female","Virgo"
1099,"21",65,"female","Scorpio"
1100,"49",59,"male","Cancer"
1101,"54",74,"male","Cancer"
1102,"65",72,"male","Aquarius"
1103,"49",1,"male","Leo"
1104,"45",1,"female","Aquarius"
1105,"58",56,"male","Capricom"
1106,"60",56,"female","Pisces"
1107,"39",60,"male","Taurus"
1108,"45",62,"female","Sagittarius"
1109,"69",58,"female","Virgo"
1110,"72",10,"female","Aries"
1111,"21",61,"male","Gemini"
1112,"70",13,"female","Leo"
1113,"24",11,"male","Leo"
1114,"20",59,"male","Gemini"
1115,"80",36,"female","Virgo"
1116,"27",69,"female","Aries"
1117,"24",20,"female","Scorpio"
1118,"31",20,"male","Scorpio"
1119,"20",54,"female","Capricom"
1120,"27",41,"female","Libra"
1121,"61",59,"male","Pisces"
1122,"79",20,"male","Aquarius"
1123,"78",20,"female","Virgo"
1124,"72",21,"male","Aries"
1125,"66",9,"female","Aries"
1126,"65",9,"male","Scorpio"
1127,"26",23,"male","Scorpio"
1128,"70",7,"male","Cancer"
1129,"69",43,"male","Libra"
1130,"60",70,"female","Sagittarius"
1131,"53",55,"female","Scorpio"
1132,"52",55,"male","Aries"
1133,"42",37,"female","Virgo"
1134,"41",37,"male","Libra"
1135,"48",8,"male","Cancer"
1136,"24",9,"female","Virgo"
1137,"23",1,"female","Pisces"
1138,"30",70,"female","Libra"
1139,"27",70,"male","Virgo"
1140,"54",18,"male","Pisces"
1141,"59",21,"female","Taurus"
1142,"54",59,"female","Scorpio"
1143,"54",59,"male","Taurus"
1145,"32",58,"female","Virgo"
1146,"35",54,"male","Scorpio"
1147,"70",3,"male","Taurus"
1148,"59",41,"male","Taurus"
1149,"24",14,"female","Libra"
1150,"55",74,"female","Cancer"
1151,"27",59,"male","Pisces"
1152,"19",74,"male","Pisces"
1153,"20",70,"female","Scorpio"
1154,"76",72,"male","Aquarius"
1155,"78",72,"female","Cancer"
1156,"67",1,"female","Scorpio"
1157,"42",4,"female","Capricom"
1158,"46",1,"female","Leo"
1159,"56",64,"male","Aquarius"
1160,"62",64,"female","Leo"
1161,"27",7,"male","Gemini"
1162,"25",26,"female","Pisces"
1163,"36",20,"male","Virgo"
1164,"41",15,"female","Virgo"
1165,"58",15,"female","Libra"
1166,"41",74,"male","Cancer"
1167,"46",74,"female","Pisces"
1168,"22",19,"male","Gemini"
1169,"59",18,"female","Aquarius"
1170,"23",12,"male","Taurus"
1171,"26",46,"female","Aries"
1172,"77",54,"female","Gemini"
1173,"78",54,"male","Gemini"
1174,"30",29,"female","Pisces"
1175,"75",1,"male","Scorpio"
1176,"82",1,"female","Virgo"
1177,"61",77,"female","Gemini"
1178,"29",1,"female","Libra"
1179,"70",1,"female","Libra"
1180,"56",21,"male","Libra"
1181,"61",1,"male","Scorpio"
1182,"54",66,"female","Libra"
1183,"58",54,"male","Sagittarius"
1186,"53",2,"female","Leo"
1187,"39",32,"female","Virgo"
1188,"32",32,"male","Virgo"
1189,"68",74,"female","Aquarius"
1190,"24",15,"female","Aries"
1191,"23",15,"male","Gemini"
1192,"75",10,"female","Capricom"
1193,"74",19,"male","Aquarius"
1194,"61",17,"female","Gemini"
1195,"61",39,"female","Aquarius"
1196,"57",22,"male","Aries"
1197,"34",6,"female","Libra"
1198,"25",72,"female","Aquarius"
1199,"24",64,"female","Scorpio"
1200,"69",47,"female","Scorpio"
1201,"55",54,"male","Virgo"
1202,"20",47,"female","Libra"
1204,"26",77,"female","Scorpio"
1206,"43",50,"male","Gemini"
1207,"61",28,"female","Virgo"
1208,"25",70,"female","Virgo"
1209,"43",36,"female","Aries"
1210,"39",6,"male","Libra"
1211,"22",1,"male","Cancer"
1212,"73",13,"female","Virgo"
1213,"34",1,"male","Taurus"
1214,"60",61,"male","Scorpio"
1215,"56",45,"male","Taurus"
1216,"55",65,"female","Gemini"
1217,"63",59,"male","Aries"
1218,"20",74,"male","Gemini"
1219,"56",1,"male","Leo"
1220,"47",40,"female","Sagittarius"
1221,"27",14,"female","Taurus"
1222,"61",7,"female","Sagittarius"
1223,"45",14,"female","Leo"
1224,"62",56,"male","Taurus"
1225,"54",42,"male","Leo"
1226,"49",33,"female","Aries"
1227,"45",33,"male","Libra"
1228,"51",21,"female","Virgo"
1229,"29",19,"male","Aquarius"
1231,"35",20,"female","Libra"
1232,"41",20,"male","Aries"
1233,"58",68,"male","Libra"
1234,"25",23,"male","Capricom"
1235,"21",23,"female","Cancer"
1236,"33",26,"female","Taurus"
1237,"77",57,"male","Scorpio"
1238,"65",74,"male","Virgo"
1239,"24",11,"female","Virgo"
1240,"24",32,"female","Virgo"
1241,"58",73,"female","Sagittarius"
1242,"56",73,"female","Leo"
1243,"26",11,"female","Libra"
1244,"36",1,"male","Taurus"
1245,"21",64,"male","Leo"
1246,"38",70,"male","Scorpio"
1247,"31",70,"female","Libra"
1248,"29",19,"male","Cancer"
1250,"48",43,"female","Leo"
1251,"41",1,"male","Gemini"
1252,"47",1,"female","Leo"
1253,"33",14,"female","Virgo"
1254,"61",3,"female","Virgo"
1255,"34",1,"female","Leo"
1256,"45",46,"female","Scorpio"
1257,"72",35,"female","Virgo"
1258,"76",35,"male","Virgo"
1259,"34",18,"male","Libra"
1260,"55",57,"female","Capricom"
1261,"49",57,"male","Libra"
1262,"48",35,"male","Aries"
1263,"41",35,"female","Pisces"
1264,"24",61,"female","Libra"
1265,"42",57,"female","Sagittarius"
1266,"48",71,"female","Sagittarius"
1267,"46",29,"female","Aquarius"
1268,"51",29,"male","Aries"
1269,"52",1,"female","Capricom"
1270,"70",13,"male","Taurus"
1271,"65",47,"male","Sagittarius"
1272,"56",8,"male","Aries"
1273,"22",6,"male","Gemini"
1274,"24",44,"male","Aquarius"
1275,"49",1,"female","Libra"
1276,"58",68,"female","Taurus"
1277,"69",70,"male","Aries"
1278,"22",72,"male","Virgo"
1279,"44",16,"male","Cancer"
1280,"48",34,"male","Taurus"
1281,"51",34,"female","Capricom"
1282,"64",52,"male","Sagittarius"
1283,"61",66,"female","Aquarius"
1284,"57",66,"male","Leo"
1285,"61",62,"male","Sagittarius"
1286,"50",52,"female","Pisces"
1287,"56",65,"female","Leo"
1288,"28",73,"male","Taurus"
1289,"54",59,"male","Virgo"
1290,"24",35,"male","Aquarius"
1291,"36",1,"female","Aries"
1292,"23",14,"male","Taurus"
1293,"73",1,"male","Aquarius"
1294,"70",1,"female","Gemini"
1295,"56",74,"female","Aquarius"
1296,"41",55,"female","Leo"
1297,"82",64,"female","Aquarius"
1298,"79",64,"male","Pisces"
1299,"80",2,"female","Libra"
1300,"21",45,"male","Scorpio"
1303,"60",42,"female","Leo"
1304,"64",37,"male","Leo"
1305,"55",55,"female","Taurus"
1306,"78",32,"female","Libra"
1307,"47",74,"male","Aries"
1308,"46",69,"male","Aquarius"
1309,"25",1,"male","Gemini"
1310,"23",41,"female","Libra"
1311,"44",54,"female","Sagittarius"
1312,"65",35,"female","Aries"
1313,"30",54,"male","Scorpio"
1314,"25",54,"female","Gemini"
1315,"77",34,"male","Pisces"
1316,"54",67,"female","Scorpio"
1317,"55",67,"male","Taurus"
1318,"69",47,"male","Pisces"
1321,"23",35,"female","Scorpio"
1322,"55",4,"female","Virgo"
1323,"56",70,"male","Capricom"
1324,"44",66,"female","Leo"
1325,"55",39,"male","Virgo"
1326,"44",55,"female","Taurus"
1327,"37",20,"female","Capricom"
1328,"63",42,"female","Gemini"
1329,"82",26,"male","Aquarius"
1330,"32",66,"male","Virgo"
1331,"37",54,"male","Sagittarius"
1332,"43",5,"female","Sagittarius"
1333,"51",48,"male","Aries"
1334,"22",8,"male","Aquarius"
1335,"39",1,"female","Aquarius"
1336,"38",1,"male","Scorpio"
1337,"21",56,"female","Aries"
1338,"17",56,"male","Leo"
1339,"41",22,"male","Taurus"
1340,"61",68,"female","Pisces"
1341,"38",69,"female","Gemini"
1343,"61",1,"female","Leo"
1344,"65",1,"male","Aquarius"
1345,"32",32,"male","Gemini"
1346,"46",13,"male","Virgo"
1347,"30",13,"male","Pisces"
1348,"25",13,"female","Gemini"
1349,"32",26,"female","Capricom"
1350,"41",1,"male","Taurus"
1351,"49",1,"female","Libra"
1352,"29",54,"female","Aries"
1353,"41",27,"male","Aquarius"
1354,"79",64,"male","Capricom"
1355,"24",35,"female","Aquarius"
1356,"68",1,"male","Virgo"
1359,"49",1,"female","Virgo"
1360,"54",1,"male","Leo"
1361,"78",1,"female","Libra"
1362,"71",1,"male","Capricom"
1363,"21",6,"female","Capricom"
1364,"67",1,"male","Capricom"
1365,"62",1,"female","Pisces"
1366,"20",12,"female","Pisces"
1367,"35",60,"female","Scorpio"
1368,"43",60,"male","Capricom"
1369,"22",41,"male","Scorpio"
1370,"35",34,"female","Capricom"
1371,"52",49,"female","Libra"
1372,"24",28,"female","Sagittarius"
1373,"25",74,"female","Aquarius"
1375,"23",69,"male","Aquarius"
1376,"42",18,"male","Virgo"
1377,"49",18,"female","Leo"
1378,"59",74,"female","Sagittarius"
1379,"63",74,"male","Aquarius"
1380,"47",44,"female","Leo"
1382,"21",18,"female","Sagittarius"
1383,"18",29,"male","Libra"
1384,"47",40,"female","Taurus"
1385,"47",22,"male","Virgo"
1386,"44",22,"female","Leo"
1387,"23",1,"female","Pisces"
1388,"38",5,"female","Virgo"
1389,"73",43,"female","Pisces"
1390,"21",59,"female","Gemini"
1391,"35",41,"male","Sagittarius"
1392,"68",50,"male","Aquarius"
1393,"66",50,"female","Taurus"
1394,"58",49,"female","Leo"
1395,"59",49,"male","Libra"
1396,"54",39,"female","Pisces"
1397,"79",66,"female","Capricom"
1401,"19",35,"male","Leo"
1402,"64",44,"male","Sagittarius"
1403,"56",44,"female","Capricom"
1404,"32",11,"female","Sagittarius"
1406,"52",29,"female","Scorpio"
1407,"59",29,"male","Leo"
1408,"31",49,"male","Leo"
1409,"49",25,"male","Taurus"
1410,"56",18,"male","Aquarius"
1411,"61",18,"female","Leo"
1412,"21",6,"male","Scorpio"
1413,"31",11,"female","Cancer"
1414,"26",70,"female","Scorpio"
1416,"73",19,"male","Sagittarius"
1417,"34",27,"female","Scorpio"
1418,"26",41,"female","Gemini"
1419,"82",74,"female","Aquarius"
1420,"84",74,"male","Aquarius"
1421,"44",20,"female","Aquarius"
1422,"24",69,"female","Pisces"
1423,"18",69,"male","Aries"
1424,"48",8,"male","Capricom"
1425,"32",12,"male","Virgo"
1426,"36",12,"female","Taurus"
1427,"35",14,"female","Sagittarius"
1428,"80",12,"male","Taurus"
1429,"73",12,"female","Virgo"
1430,"18",64,"female","Gemini"
1431,"70",55,"female","Scorpio"
1432,"39",16,"female","Leo"
1433,"41",72,"female","Cancer"
1434,"33",72,"male","Aries"
1435,"47",52,"male","Cancer"
1438,"37",29,"female","Scorpio"
1439,"26",29,"male","Virgo"
1440,"22",1,"male","Capricom"
1441,"69",42,"female","Sagittarius"
1442,"67",42,"male","Aries"
1443,"65",29,"male","Aquarius"
1444,"58",29,"female","Cancer"
1445,"59",68,"male","Leo"
1446,"46",70,"male","Leo"
1447,"48",70,"female","Gemini"
1448,"43",50,"female","Libra"
1449,"51",41,"male","Cancer"
1450,"31",61,"female","Pisces"
1452,"60",72,"female","Gemini"
1453,"34",29,"female","Aries"
1454,"75",73,"male","Libra"
1455,"73",73,"female","Virgo"
1456,"72",70,"male","Taurus"
1457,"66",70,"female","Libra"
1458,"62",67,"male","Aries"
1459,"24",4,"male","Virgo"
1460,"67",23,"female","Pisces"
1461,"31",28,"male","Sagittarius"
1462,"59",49,"male","Pisces"
1463,"64",70,"female","Aquarius"
1464,"72",36,"female","Aries"
1465,"69",36,"male","Capricom"
1466,"47",39,"male","Leo"
1467,"76",65,"male","Libra"
1468,"60",77,"female","Aries"
1469,"34",54,"female","Virgo"
1470,"58",1,"male","Taurus"
1471,"62",1,"female","Virgo"
1472,"33",1,"female","Virgo"
1473,"69",1,"female","Sagittarius"
1474,"29",45,"female","Sagittarius"
1475,"68",19,"male","Aries"
1476,"30",70,"male","Sagittarius"
1478,"31",4,"male","Leo"
1479,"44",1,"male","Cancer"
1480,"57",69,"male","Gemini"
1481,"67",62,"female","Sagittarius"
1482,"50",46,"female","Aries"
1483,"49",1,"female","Taurus"
1484,"48",1,"male","Gemini"
1485,"22",7,"male","Taurus"
1486,"26",7,"female","Virgo"
1487,"24",48,"female","Virgo"
1488,"39",31,"male","Capricom"
1489,"72",6,"male","Aquarius"
1490,"72",42,"male","Aries"
1491,"18",19,"male","Taurus"
1492,"32",9,"female","Taurus"
1493,"78",1,"male","Capricom"
1494,"85",1,"female","Aries"
1495,"69",1,"female","Aquarius"
1496,"58",1,"female","Gemini"
1497,"52",53,"female","Leo"
1498,"59",53,"male","Aquarius"
1499,"49",74,"female","Sagittarius"
1500,"19",1,"male","Sagittarius"
1501,"54",68,"male","Aquarius"
1502,"27",68,"male","Aquarius"
1503,"78",58,"male","Virgo"
1504,"82",58,"female","Capricom"
1505,"29",65,"female","Cancer"
1506,"69",22,"male","Cancer"
1507,"71",22,"female","Sagittarius"
1508,"46",67,"female","Cancer"
1509,"58",62,"female","Aries"
1510,"52",34,"female","Aquarius"
1511,"38",13,"female","Pisces"
1512,"58",5,"female","Leo"
1513,"41",74,"male","Leo"
1514,"43",68,"male","Leo"
1516,"54",38,"female","Libra"
1517,"44",66,"male","Libra"
1518,"40",3,"female","Leo"
1519,"41",3,"male","Cancer"
1520,"44",72,"male","Scorpio"
1521,"21",5,"male","Libra"
1522,"32",52,"female","Taurus"
1523,"69",29,"female","Virgo"
1524,"38",30,"female","Capricom"
1525,"57",1,"male","Pisces"
1526,"65",1,"female","Pisces"
1527,"66",49,"male","Sagittarius"
1528,"36",57,"male","Pisces"
1529,"28",43,"female","Gemini"
1530,"55",74,"female","Leo"
1531,"40",52,"female","Cancer"
1532,"38",52,"male","Scorpio"
1533,"40",55,"male","Sagittarius"
1534,"48",17,"female","Sagittarius"
1535,"64",40,"male","Scorpio"
1536,"33",37,"female","Libra"
1537,"21",54,"male","Sagittarius"
1539,"77",32,"male","Scorpio"
1540,"63",36,"male","Scorpio"
1541,"67",36,"female","Pisces"
1542,"81",31,"male","Sagittarius"
1543,"73",31,"female","Gemini"
1546,"70",28,"male","Aries"
1547,"73",28,"female","Sagittarius"
1548,"77",70,"male","Pisces"
1549,"72",70,"female","Scorpio"
1550,"54",8,"female","Scorpio"
1554,"56",55,"male","Sagittarius"
1555,"50",30,"male","Virgo"
1556,"50",66,"male","Aries"
1557,"41",35,"female","Sagittarius"
1558,"73",11,"female","Aquarius"
1559,"60",72,"male","Libra"
1561,"77",1,"female","Virgo"
1562,"81",1,"male","Leo"
1563,"22",3,"male","Leo"
1564,"53",40,"female","Cancer"
1565,"40",71,"male","Taurus"
1566,"34",15,"female","Libra"
1567,"70",50,"male","Aries"
1568,"73",50,"female","Cancer"
1569,"44",54,"female","Cancer"
1570,"42",54,"male","Gemini"
1571,"33",7,"female","Libra"
1572,"37",1,"female","Sagittarius"
1574,"21",18,"male","Aquarius"
1575,"77",55,"female","Libra"
1576,"81",55,"male","Taurus"
1577,"56",23,"male","Aries"
1578,"29",40,"female","Leo"
1579,"37",27,"male","Libra"
1580,"32",1,"female","Gemini"
1581,"37",56,"female","Aries"
1582,"66",54,"male","Aquarius"
1583,"28",1,"female","Capricom"
1584,"38",1,"female","Aquarius"
1585,"65",60,"male","Cancer"
1586,"66",60,"female","Capricom"
1587,"72",23,"male","Taurus"
1588,"50",45,"male","Scorpio"
1589,"49",48,"female","Sagittarius"
1590,"60",13,"female","Leo"
1591,"47",42,"female","Cancer"
1592,"72",56,"male","Aries"
1593,"75",56,"female","Gemini"
1594,"61",56,"male","Libra"
1595,"46",56,"female","Sagittarius"
1596,"22",58,"female","Libra"
1597,"44",60,"male","Taurus"
1598,"75",67,"male","Taurus"
1599,"36",43,"male","Libra"
1600,"35",43,"female","Gemini"
1601,"31",42,"female","Aries"
1602,"32",42,"male","Capricom"
1603,"32",26,"male","Virgo"
1604,"31",26,"female","Cancer"
1605,"20",52,"female","Virgo"
1606,"18",65,"male","Virgo"
1607,"59",8,"female","Gemini"
1608,"59",53,"male","Scorpio"
1609,"56",53,"female","Gemini"
1610,"58",68,"female","Taurus"
1611,"37",59,"female","Sagittarius"
1612,"41",59,"male","Cancer"
1613,"39",50,"male","Capricom"
1614,"62",21,"male","Taurus"
1615,"48",74,"female","Taurus"
1616,"62",54,"male","Gemini"
1617,"50",5,"female","Taurus"
1618,"21",17,"female","Sagittarius"
1619,"58",74,"female","Aquarius"
1620,"64",74,"male","Taurus"
1621,"48",76,"female","Aries"
1622,"50",52,"male","Libra"
1623,"37",36,"male","Cancer"
1624,"35",9,"male","Virgo"
1625,"27",9,"female","Cancer"
1628,"43",12,"female","Aries"
1629,"34",28,"male","Virgo"
1630,"36",28,"female","Pisces"
1631,"24",74,"male","Taurus"
1632,"57",8,"female","Pisces"
1633,"28",55,"female","Virgo"
1634,"31",55,"male","Scorpio"
1635,"70",75,"female","Virgo"
1636,"68",75,"male","Virgo"
1637,"57",21,"male","Libra"
1638,"46",40,"female","Aquarius"
1639,"41",1,"female","Taurus"
1640,"47",51,"female","Gemini"
1641,"77",31,"female","Aquarius"
1642,"41",1,"female","Libra"
1643,"24",39,"female","Aries"
1644,"24",56,"male","Gemini"
1645,"39",39,"female","Pisces"
1646,"34",8,"male","Pisces"
1647,"22",71,"female","Aries"
1648,"48",46,"male","Pisces"
1649,"50",46,"female","Pisces"
1650,"47",1,"male","Aries"
1651,"34",11,"female","Cancer"
1653,"56",42,"male","Gemini"
1654,"37",60,"male","Sagittarius"
1655,"28",74,"male","Aquarius"
1656,"32",22,"female","Gemini"
1657,"65",32,"male","Libra"
1658,"71",52,"female","Leo"
1659,"63",1,"female","Sagittarius"
1660,"18",1,"female","Sagittarius"
1661,"47",47,"female","Aries"
1662,"33",53,"male","Virgo"
1663,"43",19,"male","Taurus"
1664,"82",64,"female","Scorpio"
1665,"88",64,"male","Pisces"
1666,"59",1,"male","Virgo"
1667,"60",1,"female","Leo"
1668,"51",20,"female","Leo"
1669,"48",47,"male","Scorpio"
1670,"39",53,"male","Taurus"
1671,"69",57,"female","Virgo"
1672,"72",57,"male","Capricom"
1673,"28",48,"male","Cancer"
1674,"80",11,"female","Scorpio"
1675,"60",74,"male","Aquarius"
1676,"47",53,"male","Aquarius"
1677,"54",53,"female","Virgo"
1679,"58",67,"female","Aries"
1680,"25",29,"female","Aries"
1681,"60",34,"male","Sagittarius"
1682,"44",69,"male","Virgo"
1683,"49",15,"female","Capricom"
1684,"54",15,"male","Scorpio"
1685,"56",61,"female","Taurus"
1686,"53",1,"female","Scorpio"
1687,"53",1,"male","Pisces"
1688,"77",32,"male","Leo"
1689,"64",1,"male","Sagittarius"
1690,"53",46,"female","Leo"
1691,"22",21,"female","Aquarius"
1692,"28",62,"male","Aquarius"
1693,"20",45,"female","Cancer"
1694,"21",45,"male","Capricom"
1696,"77",1,"female","Aries"
1697,"36",55,"female","Capricom"
1698,"33",55,"male","Scorpio"
1699,"45",17,"male","Pisces"
1700,"51",7,"male","Pisces"
1701,"55",7,"female","Gemini"
1702,"27",53,"female","Aries"
1703,"82",50,"male","Capricom"
1704,"86",50,"female","Libra"
1705,"54",19,"female","Cancer"
1706,"56",19,"male","Cancer"
1707,"49",10,"male","Aquarius"
1709,"48",74,"female","Sagittarius"
1710,"56",54,"male","Aquarius"
1711,"38",64,"female","Gemini"
1712,"36",64,"male","Capricom"
1713,"65",65,"male","Taurus"
1714,"55",58,"male","Gemini"
1717,"21",73,"female","Pisces"
1718,"62",75,"male","Leo"
1719,"30",35,"male","Leo"
1720,"66",33,"female","Pisces"
1721,"66",33,"male","Cancer"
1722,"67",68,"male","Libra"
1723,"19",71,"female","Pisces"
1724,"66",68,"female","Libra"
1725,"41",76,"female","Capricom"
1726,"48",76,"male","Gemini"
1727,"49",32,"male","Aquarius"
1728,"54",32,"female","Leo"
1729,"53",76,"male","Taurus"
1730,"68",40,"male","Sagittarius"
1731,"32",17,"female","Sagittarius"
1733,"26",57,"female","Cancer"
1734,"25",26,"male","Scorpio"
1735,"24",26,"female","Gemini"
1736,"21",41,"female","Aries"
1737,"45",27,"male","Leo"
1738,"37",27,"female","Aquarius"
1741,"68",70,"male","Cancer"
1742,"46",1,"male","Gemini"
1743,"41",3,"male","Leo"
1744,"31",50,"female","Capricom"
1745,"41",23,"female","Libra"
1746,"41",11,"female","Virgo"
1747,"44",11,"male","Pisces"
1748,"24",64,"male","Capricom"
1749,"72",50,"female","Scorpio"
1750,"36",23,"male","Capricom"
1751,"41",54,"male","Aquarius"
1752,"22",70,"male","Sagittarius"
1753,"21",60,"female","Pisces"
1754,"21",57,"male","Gemini"
1755,"35",65,"female","Leo"
1756,"64",1,"male","Cancer"
1757,"63",1,"female","Libra"
1758,"53",35,"male","Scorpio"
1759,"77",63,"female","Capricom"
1760,"77",77,"male","Pisces"
1761,"52",45,"male","Taurus"
1762,"44",61,"male","Capricom"
1763,"33",46,"male","Sagittarius"
1764,"29",66,"male","Cancer"
1765,"25",9,"male","Leo"
1768,"49",29,"male","Taurus"
1769,"51",12,"male","Leo"
1770,"49",12,"female","Libra"
1771,"73",54,"female","Libra"
1772,"21",73,"female","Virgo"
1774,"29",32,"female","Libra"
1775,"57",73,"male","Sagittarius"
1776,"46",30,"female","Scorpio"
1777,"37",69,"female","Capricom"
1778,"32",69,"male","Virgo"
1779,"65",37,"male","Sagittarius"
1780,"46",54,"female","Sagittarius"
1781,"76",67,"male","Leo"
1782,"52",19,"male","Capricom"
1783,"54",1,"female","Libra"
1784,"20",2,"female","Scorpio"
1785,"25",39,"male","Sagittarius"
1786,"66",63,"female","Cancer"
1787,"69",63,"male","Sagittarius"
1788,"50",1,"male","Aries"
1789,"67",61,"female","Leo"
